Plot Title: ACWA-PC5%,,,,,,,,,
#,"Date Time, GMT-06:00","DO conc, mg/L (LGR S/N: 10340337, SEN S/N: 10340337)","Temp, °C (LGR S/N: 10340337, SEN S/N: 10340337)",Coupler Detached (LGR S/N: 10340337),Sensor Data Error (LGR S/N: 10340337),Coupler Attached (LGR S/N: 10340337),Host Connected (LGR S/N: 10340337),Stopped (LGR S/N: 10340337),End Of File (LGR S/N: 10340337)
493,2022-09-10 13:00,15.44,15.46,,,,,,
494,2022-09-10 13:30,15.76,15.54,,,,,,
495,2022-09-10 14:00,16.4,15.6,,,,,,
496,2022-09-10 14:30,17.06,15.68,,,,,,
497,2022-09-10 15:00,-888.88,-888.88,,Logged,,,,
498,2022-09-10 15:30,-888.88,-888.88,,Logged,,,,
499,2022-09-10 16:00,-888.88,-888.88,,Logged,,,,
500,2022-09-10 16:30,-888.88,-888.88,,Logged,,,,
501,2022-09-10 17:00,-888.88,-888.88,,Logged,,,,
502,2022-09-10 17:30,-888.88,-888.88,,Logged,,,,
503,2022-09-10 18:00,-888.88,-888.88,,Logged,,,,
504,2022-09-10 18:30,16.84,15.82,,,,,,
505,2022-09-10 19:00,13.45,15.8,,,,,,
506,2022-09-10 19:30,11.46,15.8,,,,,,
507,2022-09-10 20:00,10.64,15.8,,,,,,
508,2022-09-10 20:30,10.42,15.82,,,,,,
509,2022-09-10 21:00,10.42,15.86,,,,,,
510,2022-09-10 21:30,10.4,15.88,,,,,,
511,2022-09-10 22:00,10.35,15.92,,,,,,
512,2022-09-10 22:30,10.24,15.94,,,,,,
513,2022-09-10 23:00,9.99,15.96,,,,,,
514,2022-09-10 23:30,9.78,15.96,,,,,,
515,2022-09-11 0:00,9.65,15.92,,,,,,
516,2022-09-11 0:30,9.77,15.9,,,,,,
517,2022-09-11 1:00,9.83,15.88,,,,,,
518,2022-09-11 1:30,9.74,15.82,,,,,,
519,2022-09-11 2:00,9.06,15.72,,,,,,
520,2022-09-11 2:30,9.06,15.66,,,,,,
521,2022-09-11 3:00,9.01,15.58,,,,,,
522,2022-09-11 3:30,9.04,15.54,,,,,,
523,2022-09-11 4:00,8.81,15.48,,,,,,
524,2022-09-11 4:30,8.49,15.38,,,,,,
525,2022-09-11 5:00,8.71,15.38,,,,,,
526,2022-09-11 5:30,8.71,15.34,,,,,,
527,2022-09-11 6:00,8.52,15.28,,,,,,
528,2022-09-11 6:30,8.47,15.22,,,,,,
529,2022-09-11 7:00,8.59,15.2,,,,,,
530,2022-09-11 7:30,8.92,15.14,,,,,,
531,2022-09-11 8:00,9.6,15.14,,,,,,
532,2022-09-11 8:30,10.32,15.18,,,,,,
533,2022-09-11 9:00,10.9,15.22,,,,,,
534,2022-09-11 9:30,10.91,15.3,,,,,,
535,2022-09-11 10:00,11.53,15.42,,,,,,
536,2022-09-11 10:30,11.8,15.58,,,,,,
537,2022-09-11 11:00,12.82,15.64,,,,,,
538,2022-09-11 11:30,13.44,15.76,,,,,,
539,2022-09-11 12:00,13.78,15.86,,,,,,
540,2022-09-11 12:30,14.68,15.98,,,,,,
541,2022-09-11 13:00,14.97,15.98,,,,,,
542,2022-09-11 13:30,14.91,15.86,,,,,,
543,2022-09-11 14:00,15.9,16.02,,,,,,
544,2022-09-11 14:30,15.33,16.12,,,,,,
545,2022-09-11 15:00,15.7,16,,,,,,
546,2022-09-11 15:30,15.2,16,,,,,,
547,2022-09-11 16:00,14.64,16.04,,,,,,
548,2022-09-11 16:30,15.57,16.16,,,,,,
549,2022-09-11 17:00,13.22,16.14,,,,,,
550,2022-09-11 17:30,12.26,16.12,,,,,,
551,2022-09-11 18:00,11.44,16.12,,,,,,
552,2022-09-11 18:30,11.15,16.16,,,,,,
553,2022-09-11 19:00,11.11,16.22,,,,,,
554,2022-09-11 19:30,11.21,16.26,,,,,,
555,2022-09-11 20:00,10.57,16.18,,,,,,
556,2022-09-11 20:30,10.3,16.16,,,,,,
557,2022-09-11 21:00,10.32,16.18,,,,,,
558,2022-09-11 21:30,10.29,16.18,,,,,,
559,2022-09-11 22:00,10.01,16.2,,,,,,
560,2022-09-11 22:30,9.89,16.2,,,,,,
561,2022-09-11 23:00,9.85,16.2,,,,,,
562,2022-09-11 23:30,9.92,16.18,,,,,,
563,2022-09-12 0:00,9.68,16.12,,,,,,
564,2022-09-12 0:30,9.6,16.06,,,,,,
565,2022-09-12 1:00,9.58,16.02,,,,,,
566,2022-09-12 1:30,9.47,15.98,,,,,,
567,2022-09-12 2:00,9.39,15.94,,,,,,
568,2022-09-12 2:30,9.35,15.9,,,,,,
569,2022-09-12 3:00,9.29,15.88,,,,,,
570,2022-09-12 3:30,9.15,15.8,,,,,,
571,2022-09-12 4:00,9.08,15.76,,,,,,
572,2022-09-12 4:30,8.91,15.7,,,,,,
573,2022-09-12 5:00,8.89,15.66,,,,,,
574,2022-09-12 5:30,8.86,15.64,,,,,,
575,2022-09-12 6:00,8.74,15.6,,,,,,
576,2022-09-12 6:30,8.65,15.5,,,,,,
577,2022-09-12 7:00,8.64,15.46,,,,,,
578,2022-09-12 7:30,8.87,15.44,,,,,,
579,2022-09-12 8:00,9.28,15.42,,,,,,
580,2022-09-12 8:30,10.43,15.44,,,,,,
581,2022-09-12 9:00,10.78,15.5,,,,,,
582,2022-09-12 9:30,10.61,15.48,,,,,,
583,2022-09-12 10:00,10.99,15.5,,,,,,
584,2022-09-12 10:30,12.05,15.54,,,,,,
585,2022-09-12 11:00,12.94,15.6,,,,,,
586,2022-09-12 11:30,13.78,15.72,,,,,,
587,2022-09-12 12:00,13.71,15.8,,,,,,
588,2022-09-12 12:30,13.08,15.74,,,,,,
589,2022-09-12 13:00,13.2,15.72,,,,,,
590,2022-09-12 13:30,14.09,15.84,,,,,,
591,2022-09-12 14:00,14.25,15.78,,,,,,
592,2022-09-12 14:30,13.97,15.84,,,,,,
593,2022-09-12 15:00,15.28,15.86,,,,,,
594,2022-09-12 15:30,13.08,15.82,,,,,,
595,2022-09-12 16:00,12.16,15.68,,,,,,
596,2022-09-12 16:30,12.4,15.68,,,,,,
597,2022-09-12 17:00,12.94,15.7,,,,,,
598,2022-09-12 17:30,12.77,15.72,,,,,,
599,2022-09-12 18:00,11.66,15.74,,,,,,
600,2022-09-12 18:30,11.14,15.7,,,,,,
601,2022-09-12 19:00,11.13,15.7,,,,,,
602,2022-09-12 19:30,10.78,15.68,,,,,,
603,2022-09-12 20:00,10.51,15.62,,,,,,
604,2022-09-12 20:30,10.38,15.62,,,,,,
605,2022-09-12 21:00,10.34,15.62,,,,,,
606,2022-09-12 21:30,10.36,15.62,,,,,,
607,2022-09-12 22:00,10.3,15.56,,,,,,
608,2022-09-12 22:30,10.17,15.48,,,,,,
609,2022-09-12 23:00,10.07,15.46,,,,,,
610,2022-09-12 23:30,9.9,15.44,,,,,,
611,2022-09-13 0:00,9.83,15.42,,,,,,
612,2022-09-13 0:30,9.72,15.4,,,,,,
613,2022-09-13 1:00,9.62,15.36,,,,,,
614,2022-09-13 1:30,9.43,15.32,,,,,,
615,2022-09-13 2:00,9.2,15.24,,,,,,
616,2022-09-13 2:30,8.97,15.16,,,,,,
617,2022-09-13 3:00,8.81,15.12,,,,,,
618,2022-09-13 3:30,8.71,15.12,,,,,,
619,2022-09-13 4:00,8.62,15.1,,,,,,
620,2022-09-13 4:30,8.81,15.12,,,,,,
621,2022-09-13 5:00,8.81,15.12,,,,,,
622,2022-09-13 5:30,8.65,15.08,,,,,,
623,2022-09-13 6:00,8.18,15.04,,,,,,
624,2022-09-13 6:30,8.14,15.04,,,,,,
625,2022-09-13 7:00,7.99,15,,,,,,
626,2022-09-13 7:30,8.24,15,,,,,,
627,2022-09-13 8:00,8.43,15,,,,,,
628,2022-09-13 8:30,8.79,15.02,,,,,,
629,2022-09-13 9:00,9.41,15.06,,,,,,
630,2022-09-13 9:30,9.92,15.08,,,,,,
631,2022-09-13 10:00,10.59,15.1,,,,,,
632,2022-09-13 10:30,11.64,15.16,,,,,,
633,2022-09-13 11:00,12.03,15.36,,,,,,
634,2022-09-13 11:30,11.8,15.28,,,,,,
635,2022-09-13 12:00,13.25,15.54,,,,,,
636,2022-09-13 12:30,13.67,15.56,,,,,,
637,2022-09-13 13:00,13.67,15.76,,,,,,
638,2022-09-13 13:30,12.67,15.5,,,,,,
639,2022-09-13 14:00,14.04,15.6,,,,,,
640,2022-09-13 14:30,14.45,15.76,,,,,,
641,2022-09-13 15:00,14.9,15.84,,,,,,
642,2022-09-13 15:30,14.82,15.86,,,,,,
643,2022-09-13 16:00,15.37,15.86,,,,,,
644,2022-09-13 16:30,14.94,15.8,,,,,,
645,2022-09-13 17:00,12.86,15.8,,,,,,
646,2022-09-13 17:30,11.36,15.76,,,,,,
647,2022-09-13 18:00,11.22,15.8,,,,,,
648,2022-09-13 18:30,11.73,15.84,,,,,,
649,2022-09-13 19:00,11.57,15.9,,,,,,
650,2022-09-13 19:30,10.78,15.88,,,,,,
651,2022-09-13 20:00,10.22,15.88,,,,,,
652,2022-09-13 20:30,10.1,15.88,,,,,,
653,2022-09-13 21:00,10.21,15.94,,,,,,
654,2022-09-13 21:30,10.2,15.96,,,,,,
655,2022-09-13 22:00,10.17,15.96,,,,,,
656,2022-09-13 22:30,10.16,15.94,,,,,,
657,2022-09-13 23:00,10.07,15.94,,,,,,
658,2022-09-13 23:30,10.07,15.94,,,,,,
659,2022-09-14 0:00,9.98,15.94,,,,,,
660,2022-09-14 0:30,9.93,15.92,,,,,,
661,2022-09-14 1:00,9.73,15.92,,,,,,
662,2022-09-14 1:30,9.08,15.88,,,,,,
663,2022-09-14 2:00,9.01,15.8,,,,,,
664,2022-09-14 2:30,9.17,15.78,,,,,,
665,2022-09-14 3:00,9.1,15.74,,,,,,
666,2022-09-14 3:30,9.08,15.72,,,,,,
667,2022-09-14 4:00,9.11,15.7,,,,,,
668,2022-09-14 4:30,9.04,15.64,,,,,,
669,2022-09-14 5:00,9.09,15.58,,,,,,
670,2022-09-14 5:30,8.95,15.52,,,,,,
671,2022-09-14 6:00,8.93,15.48,,,,,,
672,2022-09-14 6:30,8.77,15.44,,,,,,
673,2022-09-14 7:00,8.73,15.44,,,,,,
674,2022-09-14 7:30,8.9,15.38,,,,,,
675,2022-09-14 8:00,9.32,15.38,,,,,,
676,2022-09-14 8:30,9.86,15.38,,,,,,
677,2022-09-14 9:00,10.34,15.4,,,,,,
678,2022-09-14 9:30,10.8,15.48,,,,,,
679,2022-09-14 10:00,11.32,15.54,,,,,,
680,2022-09-14 10:30,11.67,15.64,,,,,,
681,2022-09-14 11:00,12.25,15.74,,,,,,
682,2022-09-14 11:30,12.67,15.82,,,,,,
683,2022-09-14 12:00,12.75,15.86,,,,,,
684,2022-09-14 12:30,13.14,15.98,,,,,,
685,2022-09-14 13:00,13.5,16.06,,,,,,
686,2022-09-14 13:30,13.83,16.12,,,,,,
687,2022-09-14 14:00,14.77,16.2,,,,,,
688,2022-09-14 14:30,14.76,16.28,,,,,,
689,2022-09-14 15:00,14.2,16.2,,,,,,
690,2022-09-14 15:30,13.73,16.12,,,,,,
691,2022-09-14 16:00,15.34,16.32,,,,,,
692,2022-09-14 16:30,15.52,16.34,,,,,,
693,2022-09-14 17:00,14.66,16.26,,,,,,
694,2022-09-14 17:30,12.89,16.22,,,,,,
695,2022-09-14 18:00,12.1,16.24,,,,,,
696,2022-09-14 18:30,11.14,16.34,,,,,,
697,2022-09-14 19:00,10.85,16.4,,,,,,
698,2022-09-14 19:30,10.57,16.38,,,,,,
699,2022-09-14 20:00,10.51,16.38,,,,,,
700,2022-09-14 20:30,10.41,16.38,,,,,,
701,2022-09-14 21:00,10.4,16.38,,,,,,
702,2022-09-14 21:30,10.49,16.36,,,,,,
703,2022-09-14 22:00,10.46,16.36,,,,,,
704,2022-09-14 22:30,10.43,16.36,,,,,,
705,2022-09-14 23:00,10.34,16.36,,,,,,
706,2022-09-14 23:30,9.92,16.3,,,,,,
707,2022-09-15 0:00,9.79,16.24,,,,,,
708,2022-09-15 0:30,9.74,16.16,,,,,,
709,2022-09-15 1:00,9.8,16.12,,,,,,
710,2022-09-15 1:30,9.73,16.06,,,,,,
711,2022-09-15 2:00,9.68,16,,,,,,
712,2022-09-15 2:30,9.59,15.94,,,,,,
713,2022-09-15 3:00,9.34,15.86,,,,,,
714,2022-09-15 3:30,9.18,15.82,,,,,,
715,2022-09-15 4:00,9.12,15.76,,,,,,
716,2022-09-15 4:30,8.99,15.72,,,,,,
717,2022-09-15 5:00,8.91,15.64,,,,,,
718,2022-09-15 5:30,8.85,15.56,,,,,,
719,2022-09-15 6:00,8.71,15.56,,,,,,
720,2022-09-15 6:30,8.64,15.46,,,,,,
721,2022-09-15 7:00,8.59,15.42,,,,,,
722,2022-09-15 7:30,8.73,15.38,,,,,,
723,2022-09-15 8:00,9.12,15.36,,,,,,
724,2022-09-15 8:30,9.65,15.38,,,,,,
725,2022-09-15 9:00,10.03,15.34,,,,,,
726,2022-09-15 9:30,10.36,15.36,,,,,,
727,2022-09-15 10:00,10.9,15.46,,,,,,
728,2022-09-15 10:30,11.22,15.56,,,,,,
729,2022-09-15 11:00,11.66,15.64,,,,,,
730,2022-09-15 11:30,12.3,15.76,,,,,,
731,2022-09-15 12:00,12.98,15.84,,,,,,
732,2022-09-15 12:30,13.46,15.92,,,,,,
733,2022-09-15 13:00,14,16.02,,,,,,
734,2022-09-15 13:30,14.71,16.12,,,,,,
735,2022-09-15 14:00,14.75,16.22,,,,,,
736,2022-09-15 14:30,14.44,16.16,,,,,,
737,2022-09-15 15:00,15.49,16.26,,,,,,
738,2022-09-15 15:30,15.15,16.16,,,,,,
739,2022-09-15 16:00,15.53,16.24,,,,,,
740,2022-09-15 16:30,14.84,16.22,,,,,,
741,2022-09-15 17:00,15.81,16.22,,,,,,
742,2022-09-15 17:30,16.51,16.24,,,,,,
743,2022-09-15 18:00,-888.88,-888.88,,Logged,,,,
744,2022-09-15 18:30,15.65,16.3,,,,,,
745,2022-09-15 19:00,12.96,16.28,,,,,,
746,2022-09-15 19:30,11.23,16.34,,,,,,
747,2022-09-15 20:00,10.54,16.34,,,,,,
748,2022-09-15 20:30,10.36,16.32,,,,,,
749,2022-09-15 21:00,10.36,16.36,,,,,,
750,2022-09-15 21:30,10.29,16.36,,,,,,
751,2022-09-15 22:00,10.22,16.34,,,,,,
752,2022-09-15 22:30,10.15,16.3,,,,,,
753,2022-09-15 23:00,10.03,16.26,,,,,,
754,2022-09-15 23:30,9.9,16.18,,,,,,
755,2022-09-16 0:00,9.77,16.12,,,,,,
756,2022-09-16 0:30,9.64,16.06,,,,,,
757,2022-09-16 1:00,9.55,16,,,,,,
758,2022-09-16 1:30,9.46,15.94,,,,,,
759,2022-09-16 2:00,9.37,15.88,,,,,,
760,2022-09-16 2:30,9.18,15.78,,,,,,
761,2022-09-16 3:00,9.04,15.72,,,,,,
762,2022-09-16 3:30,8.98,15.68,,,,,,
763,2022-09-16 4:00,8.9,15.62,,,,,,
764,2022-09-16 4:30,8.84,15.58,,,,,,
765,2022-09-16 5:00,8.77,15.52,,,,,,
766,2022-09-16 5:30,8.67,15.46,,,,,,
767,2022-09-16 6:00,8.62,15.44,,,,,,
768,2022-09-16 6:30,8.62,15.36,,,,,,
769,2022-09-16 7:00,8.42,15.24,,,,,,
770,2022-09-16 7:30,8.59,15.2,,,,,,
771,2022-09-16 8:00,9.17,15.2,,,,,,
772,2022-09-16 8:30,9.98,15.24,,,,,,
773,2022-09-16 9:00,10.57,15.24,,,,,,
774,2022-09-16 9:30,11.11,15.26,,,,,,
775,2022-09-16 10:00,12.07,15.38,,,,,,
776,2022-09-16 10:30,12.27,15.48,,,,,,
777,2022-09-16 11:00,13.02,15.52,,,,,,
778,2022-09-16 11:30,13.48,15.52,,,,,,
779,2022-09-16 12:00,13.21,15.5,,,,,,
780,2022-09-16 12:30,13.79,15.78,,,,,,
781,2022-09-16 13:00,13.84,15.88,,,,,,
782,2022-09-16 13:30,14.15,15.96,,,,,,
783,2022-09-16 14:00,14.88,16.02,,,,,,
784,2022-09-16 14:30,15.37,16.02,,,,,,
785,2022-09-16 15:00,13.77,15.94,,,,,,
786,2022-09-16 15:30,14.85,16.04,,,,,,
787,2022-09-16 16:00,14.6,15.9,,,,,,
788,2022-09-16 16:30,16.43,16.06,,,,,,
789,2022-09-16 17:00,13.79,15.98,,,,,,
790,2022-09-16 17:30,15.74,16,,,,,,
791,2022-09-16 18:00,-888.88,-888.88,,Logged,,,,
792,2022-09-16 18:30,14.41,16.02,,,,,,
793,2022-09-16 19:00,11.66,16,,,,,,
794,2022-09-16 19:30,11.1,16.02,,,,,,
795,2022-09-16 20:00,10.66,15.96,,,,,,
796,2022-09-16 20:30,10.52,15.98,,,,,,
797,2022-09-16 21:00,10.41,16.02,,,,,,
798,2022-09-16 21:30,10.36,16.04,,,,,,
799,2022-09-16 22:00,10.33,16.02,,,,,,
800,2022-09-16 22:30,10.22,15.98,,,,,,
801,2022-09-16 23:00,10.18,15.94,,,,,,
802,2022-09-16 23:30,9.78,15.82,,,,,,
803,2022-09-17 0:00,9.83,15.8,,,,,,
804,2022-09-17 0:30,9.77,15.74,,,,,,
805,2022-09-17 1:00,9.64,15.68,,,,,,
806,2022-09-17 1:30,9.47,15.6,,,,,,
807,2022-09-17 2:00,9.46,15.54,,,,,,
808,2022-09-17 2:30,9.24,15.46,,,,,,
809,2022-09-17 3:00,9.23,15.4,,,,,,
810,2022-09-17 3:30,9.11,15.34,,,,,,
811,2022-09-17 4:00,9.05,15.28,,,,,,
812,2022-09-17 4:30,9.01,15.22,,,,,,
813,2022-09-17 5:00,8.97,15.18,,,,,,
814,2022-09-17 5:30,8.79,15.1,,,,,,
815,2022-09-17 6:00,8.77,15.02,,,,,,
816,2022-09-17 6:30,8.76,14.98,,,,,,
817,2022-09-17 7:00,8.68,14.92,,,,,,
818,2022-09-17 7:30,8.83,14.88,,,,,,
819,2022-09-17 8:00,9.21,14.82,,,,,,
820,2022-09-17 8:30,9.58,14.76,,,,,,
821,2022-09-17 9:00,10.21,14.8,,,,,,
822,2022-09-17 9:30,10.54,14.82,,,,,,
823,2022-09-17 10:00,10.84,14.9,,,,,,
824,2022-09-17 10:30,11.08,14.92,,,,,,
825,2022-09-17 11:00,11.69,15,,,,,,
826,2022-09-17 11:30,12.3,15.1,,,,,,
827,2022-09-17 12:00,13.08,15.18,,,,,,
828,2022-09-17 12:30,13.67,15.22,,,,,,
829,2022-09-17 13:00,14.04,15.34,,,,,,
830,2022-09-17 13:30,13.76,15.38,,,,,,
831,2022-09-17 14:00,15.08,15.46,,,,,,
832,2022-09-17 14:30,14.71,15.44,,,,,,
833,2022-09-17 15:00,15.31,15.58,,,,,,
834,2022-09-17 15:30,14.83,15.58,,,,,,
835,2022-09-17 16:00,14.69,15.56,,,,,,
836,2022-09-17 16:30,-888.88,-888.88,,Logged,,,,
837,2022-09-17 17:00,-888.88,-888.88,,Logged,,,,
838,2022-09-17 17:30,14.83,15.64,,,,,,
839,2022-09-17 18:00,-888.88,-888.88,,Logged,,,,
840,2022-09-17 18:30,-888.88,-888.88,,Logged,,,,
841,2022-09-17 19:00,12.46,15.68,,,,,,
842,2022-09-17 19:30,11.34,15.68,,,,,,
843,2022-09-17 20:00,10.91,15.7,,,,,,
844,2022-09-17 20:30,10.65,15.68,,,,,,
845,2022-09-17 21:00,10.53,15.66,,,,,,
846,2022-09-17 21:30,10.57,15.64,,,,,,
847,2022-09-17 22:00,10.4,15.64,,,,,,
848,2022-09-17 22:30,10.36,15.6,,,,,,
849,2022-09-17 23:00,10.33,15.54,,,,,,
850,2022-09-17 23:30,10.04,15.4,,,,,,
851,2022-09-18 0:00,9.82,15.28,,,,,,
852,2022-09-18 0:30,9.86,15.26,,,,,,
853,2022-09-18 1:00,9.67,15.16,,,,,,
854,2022-09-18 1:30,9.36,15,,,,,,
855,2022-09-18 2:00,9.55,15.02,,,,,,
856,2022-09-18 2:30,9.35,14.94,,,,,,
857,2022-09-18 3:00,9.2,14.82,,,,,,
858,2022-09-18 3:30,9.32,14.82,,,,,,
859,2022-09-18 4:00,9.35,14.8,,,,,,
860,2022-09-18 4:30,8.84,14.6,,,,,,
861,2022-09-18 5:00,9.18,14.62,,,,,,
862,2022-09-18 5:30,9.17,14.58,,,,,,
863,2022-09-18 6:00,8.9,14.42,,,,,,
864,2022-09-18 6:30,8.9,14.38,,,,,,
865,2022-09-18 7:00,8.97,14.34,,,,,,
866,2022-09-18 7:30,9.02,14.24,,,,,,
867,2022-09-18 8:00,9.57,14.18,,,,,,
868,2022-09-18 8:30,10.2,14.22,,,,,,
869,2022-09-18 9:00,10.64,14.24,,,,,,
870,2022-09-18 9:30,10.73,14.22,,,,,,
871,2022-09-18 10:00,11.19,14.34,,,,,,
872,2022-09-18 10:30,11.36,14.4,,,,,,
873,2022-09-18 11:00,11.73,14.38,,,,,,
874,2022-09-18 11:30,11.98,14.42,,,,,,
875,2022-09-18 12:00,13.27,14.46,,,,,,
876,2022-09-18 12:30,13.89,14.44,,,,,,
877,2022-09-18 13:00,14.85,14.6,,,,,,
878,2022-09-18 13:30,15.7,14.78,,,,,,
879,2022-09-18 14:00,15.57,14.88,,,,,,
880,2022-09-18 14:30,16.05,14.82,,,,,,
881,2022-09-18 15:00,15.26,14.9,,,,,,
882,2022-09-18 15:30,14.34,14.74,,,,,,
883,2022-09-18 16:00,13.91,14.72,,,,,,
884,2022-09-18 16:30,13.38,14.74,,,,,,
885,2022-09-18 17:00,14.22,14.82,,,,,,
886,2022-09-18 17:30,14.25,14.9,,,,,,
887,2022-09-18 18:00,12.58,14.86,,,,,,
888,2022-09-18 18:30,11.64,14.86,,,,,,
889,2022-09-18 19:00,11.07,14.88,,,,,,
890,2022-09-18 19:30,10.74,14.9,,,,,,
891,2022-09-18 20:00,10.61,14.92,,,,,,
892,2022-09-18 20:30,10.63,14.94,,,,,,
893,2022-09-18 21:00,10.66,14.96,,,,,,
894,2022-09-18 21:30,10.68,14.94,,,,,,
895,2022-09-18 22:00,10.65,14.94,,,,,,
896,2022-09-18 22:30,10.58,14.92,,,,,,
897,2022-09-18 23:00,10.53,14.88,,,,,,
898,2022-09-18 23:30,10.14,14.82,,,,,,
899,2022-09-19 0:00,9.99,14.78,,,,,,
900,2022-09-19 0:30,10.09,14.74,,,,,,
901,2022-09-19 1:00,9.98,14.7,,,,,,
902,2022-09-19 1:30,9.74,14.66,,,,,,
903,2022-09-19 2:00,9.66,14.62,,,,,,
904,2022-09-19 2:30,9.59,14.58,,,,,,
905,2022-09-19 3:00,9.43,14.52,,,,,,
906,2022-09-19 3:30,9.37,14.46,,,,,,
907,2022-09-19 4:00,9.43,14.44,,,,,,
908,2022-09-19 4:30,9.29,14.36,,,,,,
909,2022-09-19 5:00,9.36,14.34,,,,,,
910,2022-09-19 5:30,9.32,14.32,,,,,,
911,2022-09-19 6:00,9.17,14.26,,,,,,
912,2022-09-19 6:30,9.22,14.26,,,,,,
913,2022-09-19 7:00,9.18,14.14,,,,,,
914,2022-09-19 7:30,9.15,14.06,,,,,,
915,2022-09-19 8:00,9.7,14.04,,,,,,
916,2022-09-19 8:30,9.43,14,,,,,,
917,2022-09-19 9:00,9.26,13.92,,,,,,
918,2022-09-19 9:30,9.45,13.9,,,,,,
919,2022-09-19 10:00,10.11,13.9,,,,,,
920,2022-09-19 10:30,11.46,13.98,,,,,,
921,2022-09-19 11:00,10.67,13.9,,,,,,
922,2022-09-19 11:30,10.4,13.82,,,,,,
923,2022-09-19 12:00,10.22,13.8,,,,,,
924,2022-09-19 12:30,10.13,13.7,,,,,,
925,2022-09-19 13:00,9.7,13.62,,,,,,
926,2022-09-19 13:30,10.48,13.54,,,,,,
927,2022-09-19 14:00,11.44,13.58,,,,,,
928,2022-09-19 14:30,11.75,13.56,,,,,,
929,2022-09-19 15:00,12.38,13.58,,,,,,
930,2022-09-19 15:30,12.7,13.6,,,,,,
931,2022-09-19 16:00,12.91,13.48,,,,,,
932,2022-09-19 16:30,13.59,13.62,,,,,,
933,2022-09-19 17:00,13.48,13.54,,,,,,
934,2022-09-19 17:30,15.06,13.48,,,,,,
935,2022-09-19 18:00,14.43,13.44,,,,,,
936,2022-09-19 18:30,12.61,13.4,,,,,,
937,2022-09-19 19:00,11.39,13.32,,,,,,
938,2022-09-19 19:30,10.33,13.22,,,,,,
939,2022-09-19 20:00,9.9,13.16,,,,,,
940,2022-09-19 20:30,9.96,13.1,,,,,,
941,2022-09-19 21:00,9.99,13.06,,,,,,
942,2022-09-19 21:30,10.04,13.06,,,,,,
943,2022-09-19 22:00,10.02,12.98,,,,,,
944,2022-09-19 22:30,9.64,12.94,,,,,,
945,2022-09-19 23:00,9.58,12.9,,,,,,
946,2022-09-19 23:30,9.53,12.86,,,,,,
947,2022-09-20 0:00,9.49,12.82,,,,,,
948,2022-09-20 0:30,9.47,12.78,,,,,,
949,2022-09-20 1:00,9.47,12.7,,,,,,
950,2022-09-20 1:30,9.39,12.64,,,,,,
951,2022-09-20 2:00,9.43,12.6,,,,,,
952,2022-09-20 2:30,9.42,12.54,,,,,,
953,2022-09-20 3:00,9.35,12.48,,,,,,
954,2022-09-20 3:30,9.3,12.42,,,,,,
955,2022-09-20 4:00,9.33,12.34,,,,,,
956,2022-09-20 4:30,9.34,12.28,,,,,,
957,2022-09-20 5:00,9.33,12.24,,,,,,
958,2022-09-20 5:30,9.32,12.2,,,,,,
959,2022-09-20 6:00,9.28,12.14,,,,,,
960,2022-09-20 6:30,9.21,12.08,,,,,,
961,2022-09-20 7:00,9.23,12.04,,,,,,
962,2022-09-20 7:30,9.45,11.96,,,,,,
963,2022-09-20 8:00,9.93,11.94,,,,,,
964,2022-09-20 8:30,10.49,11.98,,,,,,
965,2022-09-20 9:00,10.94,11.98,,,,,,
966,2022-09-20 9:30,11.1,12.02,,,,,,
967,2022-09-20 10:00,11.46,12.12,,,,,,
968,2022-09-20 10:30,11.57,12.22,,,,,,
969,2022-09-20 11:00,11.85,12.32,,,,,,
970,2022-09-20 11:30,12.51,12.44,,,,,,
971,2022-09-20 12:00,13.81,12.52,,,,,,
972,2022-09-20 12:30,14.18,12.58,,,,,,
973,2022-09-20 13:00,14.46,12.68,,,,,,
974,2022-09-20 13:30,13.9,12.64,,,,,,
975,2022-09-20 14:00,15.65,12.72,,,,,,
976,2022-09-20 14:30,-888.88,-888.88,,Logged,,,,
977,2022-09-20 15:00,15.43,12.84,,,,,,
978,2022-09-20 15:30,15.25,12.92,,,,,,
979,2022-09-20 16:00,-888.88,-888.88,,Logged,,,,
980,2022-09-20 16:30,-888.88,-888.88,,Logged,,,,
981,2022-09-20 17:00,-888.88,-888.88,,Logged,,,,
982,2022-09-20 17:30,-888.88,-888.88,,Logged,,,,
983,2022-09-20 18:00,-888.88,-888.88,,Logged,,,,
984,2022-09-20 18:30,-888.88,-888.88,,Logged,,,,
985,2022-09-20 19:00,13.22,12.98,,,,,,
986,2022-09-20 19:30,11.15,12.98,,,,,,
987,2022-09-20 20:00,10.83,13.04,,,,,,
988,2022-09-20 20:30,10.8,13.08,,,,,,
989,2022-09-20 21:00,10.85,13.12,,,,,,
990,2022-09-20 21:30,10.85,13.12,,,,,,
991,2022-09-20 22:00,10.82,13.08,,,,,,
992,2022-09-20 22:30,10.72,13.06,,,,,,
993,2022-09-20 23:00,10.64,13.04,,,,,,
994,2022-09-20 23:30,10.64,13,,,,,,
995,2022-09-21 0:00,10.54,12.96,,,,,,
996,2022-09-21 0:30,10.46,12.94,,,,,,
997,2022-09-21 1:00,10.34,12.9,,,,,,
998,2022-09-21 1:30,10.34,12.86,,,,,,
999,2022-09-21 2:00,10.21,12.84,,,,,,
